"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Min.Volume.Size","Max.Volume.Size","Engine.Code","Database.Engine","Database.Edition","License.Model","Deployment.Option","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Dedicated.EBS.Throughput","Enhanced.Networking.Supported","Processor.Features","Region","Endpoint","Protocol"
"838","US East (Ohio)","4AWKGSH5TVEWJG67","HU7G6KETJZ","4AWKGSH5TVEWJG67.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",816,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USE2-Multi-AZUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-east-2","ec2.us-east-2.amazonaws.com","HTTP and HTTPS"
"839","US East (Ohio)","BE4B3SQB8GNM54HJ","HU7G6KETJZ","BE4B3SQB8GNM54HJ.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.micro instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.014,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USE2-Multi-AZUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-east-2","ec2.us-east-2.amazonaws.com","HTTP and HTTPS"
"840","US East (Ohio)","KFP2Q689ACP5E35X","HU7G6KETJZ","KFP2Q689ACP5E35X.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",2593,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USE2-InstanceUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-east-2","ec2.us-east-2.amazonaws.com","HTTP and HTTPS"
"841","US East (Ohio)","MTBFJ4R6PGD66DA5","HU7G6KETJZ","MTBFJ4R6PGD66DA5.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",204,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.small","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","2 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USE2-Multi-AZUsage:db.t2.small","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-east-2","ec2.us-east-2.amazonaws.com","HTTP and HTTPS"
"842","US East (Ohio)","BE7HZQQBV7EQ8QTY","HU7G6KETJZ","BE7HZQQBV7EQ8QTY.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.medium instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.052,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USE2-Multi-AZUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-east-2","ec2.us-east-2.amazonaws.com","HTTP and HTTPS"
"843","US East (Ohio)","TDKXZ9WPV972JDKH","HU7G6KETJZ","TDKXZ9WPV972JDKH.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",1082,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USE2-InstanceUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-east-2","ec2.us-east-2.amazonaws.com","HTTP and HTTPS"
"844","US East (Ohio)","K9YJ5KS8ZFWKVWJP","HU7G6KETJZ","K9YJ5KS8ZFWKVWJP.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.large instance-hours used this month","2016-10-31",0,Inf,"Hrs",0.052,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USE2-InstanceUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-east-2","ec2.us-east-2.amazonaws.com","HTTP and HTTPS"
"845","US West (N. California)","JJBS6ESE5W75CZ33","HU7G6KETJZ","JJBS6ESE5W75CZ33.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",1.515,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"846","US West (N. California)","2M8GGP93PA5HXNWZ","HU7G6KETJZ","2M8GGP93PA5HXNWZ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",62,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t1.micro","No","Micro instances",1,"Variable","","0.613 GiB","EBS Only","Very Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.t1.micro","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"847","US West (N. California)","MR3KTFB7N66A4AE5","HU7G6KETJZ","MR3KTFB7N66A4AE5.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",247,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.medium","No","General purpose",1,"Intel Xeon Family","","3.75 GiB","1 x 410","Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m1.medium","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"848","US West (N. California)","Y7XAB3FCWZSU5XQ9","HU7G6KETJZ","Y7XAB3FCWZSU5XQ9.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.10xl instance-hours used this month","2015-10-31",0,Inf,"hrs",1.938,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.10xlarge","Yes","General purpose",40,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS Only","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m4.10xl","CreateDBInstance:0014","4000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"849","US West (N. California)","TPTE3QWDXWDFGM57","HU7G6KETJZ","TPTE3QWDXWDFGM57.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1396,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"850","US West (N. California)","8UBT5X2NRCBK8525","HU7G6KETJZ","8UBT5X2NRCBK8525.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",3574,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"851","US West (N. California)","BGWNMT5HXFZARDB9","HU7G6KETJZ","BGWNMT5HXFZARDB9.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-07-31",NA,NA,"Quantity",136,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.small","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","2 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.t2.small","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"852","US West (N. California)","G6HSJG4UWA4R4G4M","HU7G6KETJZ","G6HSJG4UWA4R4G4M.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.medium instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.07,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"853","US West (N. California)","SSZ5RR3VJYJ4JJZH","HU7G6KETJZ","SSZ5RR3VJYJ4JJZH.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.209,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.2xlarge","No","Memory optimized",4,"Intel Xeon Family","","34.2 GiB","1 x 850","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m2.2xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"854","US West (N. California)","KZ4BTS98JY6K7AZJ","HU7G6KETJZ","KZ4BTS98JY6K7AZJ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",986,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m1.large","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"855","US West (N. California)","TGVQSYHASEYPW8E6","HU7G6KETJZ","TGVQSYHASEYPW8E6.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1894,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.4xlarge","No","Memory optimized",8,"Intel Xeon Family","","68.4 GiB","2 x 840","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m2.4xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"856","US West (N. California)","ME66S6SC9QNY64V8","HU7G6KETJZ","ME66S6SC9QNY64V8.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.small instance-hours used this month","2015-06-30",0,Inf,"Hrs",0.027,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m1.small","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"857","US West (N. California)","K5DXVT3BXYGKGES5","HU7G6KETJZ","K5DXVT3BXYGKGES5.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.38,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.r3.2xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"858","US West (N. California)","2U5TRZ83JKUG8C8V","HU7G6KETJZ","2U5TRZ83JKUG8C8V.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.104,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m2.xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"859","US West (N. California)","Z8T68H9HMNMKKF3V","HU7G6KETJZ","Z8T68H9HMNMKKF3V.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",5580,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"860","US West (N. California)","YQSG6R7RA36Q6G95","HU7G6KETJZ","YQSG6R7RA36Q6G95.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.43,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.xlarge","No","General purpose",4,"Intel Xeon Family","","15 GiB","4 x 420","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m1.xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"861","US West (N. California)","SQXCQUA4BYZY7BHC","HU7G6KETJZ","SQXCQUA4BYZY7BHC.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.38,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"862","US West (N. California)","BHKU4ANT2XR4E8BF","HU7G6KETJZ","BHKU4ANT2XR4E8BF.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.large instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.139,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"863","US West (N. California)","TPTE3QWDXWDFGM57","HU7G6KETJZ","TPTE3QWDXWDFGM57.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.large instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.19,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"864","US West (N. California)","QFP6QD94F265ZU3U","HU7G6KETJZ","QFP6QD94F265ZU3U.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",987,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.xlarge","No","General purpose",4,"Intel Xeon Family","","15 GiB","4 x 420","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m1.xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"865","US West (N. California)","K5DXVT3BXYGKGES5","HU7G6KETJZ","K5DXVT3BXYGKGES5.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",2790,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.r3.2xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"866","US West (N. California)","RYXFR7MQ4KQE2R5E","HU7G6KETJZ","RYXFR7MQ4KQE2R5E.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",894,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"867","US West (N. California)","V8S95A6SP4CJ9XC3","HU7G6KETJZ","V8S95A6SP4CJ9XC3.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.4xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",1.55,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"868","US West (N. California)","E5XBTRPWFNTMDDJM","HU7G6KETJZ","E5XBTRPWFNTMDDJM.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.2xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",0.775,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m4.2xlarge","CreateDBInstance:0014","1000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"869","US West (N. California)","BZP6XYARJ64NNBT4","HU7G6KETJZ","BZP6XYARJ64NNBT4.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",886,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.xlarge","Yes","General purpose",4,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","15 GiB","2 x 40 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m3.xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"870","US West (N. California)","W6ADKMQRZDW3DXJU","HU7G6KETJZ","W6ADKMQRZDW3DXJU.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",272,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"871","US West (N. California)","H7FVH5D32KXUAEMF","HU7G6KETJZ","H7FVH5D32KXUAEMF.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",493,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m1.large","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"872","US West (N. California)","8UBT5X2NRCBK8525","HU7G6KETJZ","8UBT5X2NRCBK8525.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.4xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",0.775,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"873","US West (N. California)","RCCQ65UPJYKKUBYQ","HU7G6KETJZ","RCCQ65UPJYKKUBYQ.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.382,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m3.2xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"874","US West (N. California)","Z8T68H9HMNMKKF3V","HU7G6KETJZ","Z8T68H9HMNMKKF3V.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.4xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.76,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"875","US West (N. California)","CCHD6DNFTUH44QX3","HU7G6KETJZ","CCHD6DNFTUH44QX3.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.208,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m2.xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
